slnoskm17mar11,permanentid,y1pccust,inf1pcma,sector,year,ld1pcla,st1pcdev,cs1pccmk,hr3pcsat,pm1pcvc,iirtotal,icat7total
352,,40,37.33,3,1993,51.43,31.43,31.43,32,48.89,378,118
353,,19.46,22.67,3,1993,27.14,31.43,40,20,34.44,256,73
354,,11.89,21.33,3,1993,31.43,31.43,31.43,20,27.78,208,62
355,B-046,36.22,26.67,3,1993,54.29,31.43,31.43,32,47.78,366,120
356,,9.73,25.33,3,1993,44.29,20,31.43,40,34.44,249,77
357,B-194,40,50.67,3,1993,61.43,51.43,45.71,52,51.11,475,135
358,,28.11,14.67,3,1993,52.86,31.43,31.43,20,36.67,288,97
359,B-047,67.57,49.33,3,1993,74.29,60,71.43,56,38.89,549,193
360,,25.41,25.33,3,1993,34.29,31.43,20,32,40,258,62
361,B-122,61.62,53.33,3,1993,71.43,71.43,71.43,60,64.44,640,210
362,,41.08,34.67,3,1993,64.29,40,31.43,40,55.56,430,111
363,B-198,27.57,36,3,1993,60,40,51.43,36,38.89,391,120
364,,34.59,41.33,3,1993,57.14,31.43,40,52,53.33,417,130
365,B-030,47.03,50.67,3,1993,64.29,51.43,40,40,62.22,465,154
366,,9.19,2.67,3,1993,11.43,11.43,11.43,20,24.44,121,35
367,,10.27,22.67,3,1993,20,31.43,20,0,17.78,147,34
368,B-158,35.11,34.67,1,1994,51.43,45.71,54.29,40,60,453,139
369,,36.89,33.33,1,1994,37.14,45.71,20,36,61.11,379,92
370,B-001,56.44,42.67,1,1994,67.14,60,51.43,52,71.11,550,172
371,B-177,60,52,1,1994,71.43,71.43,71.43,32,78.89,594,196
372,B-022,67.11,54.67,1,1994,51.43,51.43,71.43,40,67.78,561,200
373,B-191,60,57.33,1,1994,77.14,71.43,71.43,52,67.78,642,191
374,B-093,38.67,50.67,1,1994,67.14,60,60,40,68.89,523,149
375,,48.89,57.33,1,1994,74.29,71.43,54.29,36,63.33,509,155
376,,53.78,48,1,1994,68.57,54.29,74.29,60,63.33,550,190
377,B-013,67.11,52,1,1994,77.14,71.43,80,40,61.11,604,229
378,B-004,59.56,62.67,1,1994,80,71.43,71.43,52,58.89,616,196
379,,33.78,38.67,1,1994,64.29,45.71,60,52,57.78,420,108
380,,35.56,32,1,1994,48.57,65.71,51.43,36,45.56,399,123
381,,48.89,56,1,1994,68.57,74.29,51.43,44,63.33,540,157
382,,36.89,45.33,1,1994,71.43,51.43,91.43,52,64.44,540,160
383,B-016,56.44,36,1,1994,54.29,51.43,51.43,32,56.67,478,149
384,B-120,67.11,65.33,1,1994,60,60,60,60,76.67,644,199
385,B-048,36.89,25.33,1,1994,55.71,40,54.29,40,47.78,388,129
386,,47.11,60,1,1994,57.14,60,60,40,58.89,490,162
387,,8,20,1,1994,44.29,54.29,34.29,24,52.22,262,59
388,,28,50.67,1,1994,54.29,60,54.29,20,68.89,395,117
389,,35.56,33.33,1,1994,50,25.71,40,36,47.78,362,114
390,,50.67,56,1,1994,60,60,54.29,24,65.56,505,178
391,,35.56,48,2,1994,64.29,54.29,51.43,44,55.56,464,128
392,B-186,55.11,72,2,1994,74.29,60,65.71,64,75.56,642,177
393,B-043,40,52,2,1994,71.43,51.43,60,40,66.67,503,145
394,B-044,64.89,65.33,2,1994,74.29,74.29,65.71,64,61.11,650,199
395,B-031,47.11,34.67,2,1994,71.43,51.43,51.43,52,60,531,175
396,,33.33,41.33,2,1994,54.29,60,54.29,32,51.11,437,116
397,,47.11,54.67,2,1994,77.14,60,80,52,63.33,566,178
398,,53.33,49.33,2,1994,60,40,60,60,64.44,541,172
399,B-033,46.22,61.33,2,1994,74.29,60,60,44,64.44,536,141
400,,59.56,52,2,1994,67.14,60,60,52,65.56,588,182
401,,24,25.33,2,1994,47.14,25.71,40,24,38.89,325,97
402,B-024,33.78,52,2,1994,62.86,60,51.43,40,54.44,467,139
403,,52.89,38.67,2,1994,51.43,45.71,71.43,36,53.33,471,175
404,B-009,53.78,42.67,2,1994,67.14,40,51.43,52,43.33,513,167
405,,28,40,2,1994,42.86,34.29,51.43,44,61.11,366,109
406,B-085,60.89,54.67,2,1994,71.43,71.43,71.43,40,72.22,597,193
407,B-019,65.78,57.33,2,1994,60,65.71,80,40,67.78,602,216
408,,35.11,30.67,3,1994,57.14,51.43,51.43,40,51.11,416,120
409,B-054,67.11,61.33,3,1994,70,60,71.43,72,68.89,641,215
410,,13.33,10.67,3,1994,38.57,25.71,31.43,20,11.11,185,64
411,B-057,57.78,34.67,3,1994,57.14,40,60,32,40,447,208
412,,20,37.33,3,1994,54.29,40,51.43,40,43.33,333,96
413,B-122,68,56,3,1994,64.29,65.71,60,60,58.89,608,207
414,B-056,40,20,3,1994,72.86,51.43,31.43,32,32.22,347,119
415,B-194,55.11,50.67,3,1994,67.14,54.29,45.71,60,68.89,545,160
416,,4,2.67,3,1994,11.43,20,20,12,15.56,87,39
417,B-152,28.89,21.33,3,1994,60,40,40,40,35.56,320,112
418,,25.78,29.33,3,1994,50,34.29,31.43,36,31.11,327,105
419,B-069,52.44,52,3,1994,68.57,54.29,60,52,57.78,513,169
420,,37.78,26.67,3,1994,71.43,45.71,60,52,62.22,458,140
421,B-151,25.78,41.33,3,1994,31.43,31.43,31.43,20,54.44,324,100
422,B-141,32,24,3,1994,57.14,34.29,31.43,40,38.89,354,105
423,,17.33,16,3,1994,28.57,31.43,20,24,23.33,201,82
424,,17.78,25.33,3,1994,35.71,31.43,25.71,32,16.67,248,70
425,B-198,30.67,22.67,3,1994,67.14,51.43,51.43,20,28.89,342,139
426,,17.33,25.33,3,1994,27.14,25.71,31.43,24,33.33,257,79
427,B-121,31.11,26.67,3,1994,52.86,40,31.43,24,34.44,360,98
428,,6.22,14.67,3,1994,17.14,5.71,25.71,20,15.56,141,47
429,,6.22,29.33,3,1994,41.43,34.29,20,20,33.33,234,47
430,,27.56,20,3,1994,27.14,20,40,20,14.44,270,102
431,,6.22,14.67,3,1994,24.29,31.43,31.43,12,27.78,167,39
432,,10.22,16,3,1994,21.43,20,20,20,25.56,149,33
433,,31.56,17.33,3,1994,27.14,20,11.43,20,14.44,207,101
434,,8.89,20,3,1994,37.14,31.43,31.43,16,13.33,152,33
435,,1.78,20,3,1994,35.71,11.43,20,20,22.22,151,29
436,,48.51,45.33,1,1995,67.14,71.43,60,40,70,558,127
437,,65.11,68,1,1995,71.43,71.43,80,72,70,664,174
438,,61.7,70.67,1,1995,74.29,71.43,70,72,70,646,163
439,,57.02,48,1,1995,67.14,60,70,52,75,588,156
440,,68.51,54.67,1,1995,77.14,71.43,70,60,75,643,168
441,,28.94,40,1,1995,67.14,51.43,70,52,65,463,89
442,,13.19,25.33,1,1995,44.29,40,30,40,50,303,49
443,,68.94,61.33,1,1995,80,71.43,70,60,70,682,162
444,,53.19,53.33,1,1995,67.14,71.43,60,52,70,577,134
445,,51.06,52,1,1995,64.29,60,66.67,60,62.5,570,139
446,B-004,68.51,65.33,1,1995,77.14,80,70,72,70,678,174
447,B-017,62.55,60,1,1995,77.14,60,70,60,70,645,165
448,B-028,59.15,49.33,1,1995,60,65.71,70,52,72.5,583,143
449,B-072,41.7,37.33,1,1995,67.14,40,50,40,60,460,113
450,,41.7,32,1,1995,64.29,51.43,40,40,65,477,110
451,B-016,55.74,50.67,1,1995,67.14,40,60,40,70,551,134
452,B-120,34.47,50.67,1,1995,57.14,40,70,40,65,474,109
453,B-001,45.96,42.67,1,1995,60,71.43,60,52,65,514,121
454,,65.11,62.67,2,1995,71.43,60,70,40,55,586,165
455,,32.77,42.67,2,1995,67.14,51.43,50,60,40,448,99
456,,47.66,30.67,2,1995,57.14,51.43,50,44,70,512,134
457,,57.02,60,2,1995,67.14,60,60,80,60,600,153
458,,47.66,54.67,2,1995,74.29,51.43,50,52,55,516,119
459,,20.85,41.33,2,1995,44.29,31.43,50,32,30,360,71
460,B-024,46.81,50.67,2,1995,71.43,60,60,52,60,531,137
461,,44.26,34.67,2,1995,57.14,51.43,60,40,65,462,119
462,,54.04,48,2,1995,65.71,54.29,66.67,52,62.5,558,147
463,,47.66,65.33,2,1995,60,65.71,80,72,72.5,622,132
464,,27.66,29.33,3,1995,54.29,40,30,44,45,380,80
465,,33.19,28,3,1995,40,40,40,32,30,347,75
466,,0,2.67,3,1995,11.43,11.43,10,12,10,51,6
467,,64.26,56,3,1995,71.43,51.43,70,60,70,613,160
468,,27.66,25.33,3,1995,31.43,31.43,30,32,50,319,72
469,,66.38,48,3,1995,71.43,51.43,70,72,50,594,156
470,,32.77,28,3,1995,54.29,40,50,32,30,373,102
471,B-122,48.51,41.33,3,1995,67.14,60,56.67,56,50,495,138
472,,14.89,30.67,3,1995,47.14,31.43,40,40,40,291,50
473,B-090,46.38,28,3,1995,51.43,51.43,50,40,60,463,103
474,,0,18.67,3,1995,20,31.43,20,32,25,135,15
475,B-030,29.36,33.33,3,1995,40,31.43,40,32,55,329,85
476,,23.4,33.33,3,1995,34.29,20,40,20,30,314,71
477,B-141,37.02,30.67,3,1995,67.14,40,40,52,45,449,100
478,,37.45,37.33,3,1995,54.29,31.43,40,52,35,414,88
479,B-057,46.38,54.67,3,1995,71.43,60,70,52,50,491,149
480,,4.26,5.33,3,1995,11.43,11.43,20,12,15,122,22
481,B-152,26.81,30.67,3,1995,51.43,51.43,30,60,70,383,78
482,,20.85,28,4,1995,35.71,40,53.33,48,41.25,324,60
483,,33.62,40,4,1995,52.86,65.71,73.33,80,51.25,437,98
484,,1.28,12,4,1995,15.71,40,40,32,21.25,160,33
485,,14.04,22.67,4,1995,25.71,25.71,13.33,48,8.75,170,15
486,,4.68,14.67,4,1995,31.43,31.43,20,48,22.5,180,20
487,,16.6,21.33,4,1995,48.57,45.71,26.67,72,27.5,293,74
488,,35.74,46.67,4,1995,65.71,91.43,66.67,72,41.25,501,104
489,,44.68,53.33,4,1995,70,77.14,66.67,80,38.75,506,104
490,,11.06,16,4,1995,25.71,14.29,20,40,12.5,156,35
491,,21.7,42.67,4,1995,55.71,65.71,46.67,48,25,344,64
492,,34.89,41.33,4,1995,60,77.14,40,64,32.5,424,106
493,,7.66,49.33,4,1995,51.43,51.43,80,88,41.25,379,66
494,,30.21,24,4,1995,25.71,40,40,48,41.25,321,55
495,,2.55,8,4,1995,24.29,25.71,26.67,40,15,157,28
496,,22.13,42.67,4,1995,55.71,71.43,60,48,33.75,393,72
497,,6.38,16,4,1995,18.57,31.43,13.33,0,13.75,105,10
498,,24.26,34.67,4,1995,45.71,65.71,40,64,37.5,373,89
499,,8.09,17.33,4,1995,48.57,45.71,13.33,32,20,177,24
500,,7.23,18.67,4,1995,35.71,14.29,26.67,40,15,168,29
501,,25.96,42.67,5,1995,48.57,45.71,30,40,48.75,375,70
502,,15.32,24,5,1995,17.14,14.29,10,24,11.25,147,32
503,,18.3,14.67,5,1995,27.14,25.71,30,24,32.5,227,59
504,,30.21,45.33,5,1995,68.57,45.71,56.67,40,42.5,411,100
505,,49.36,33.33,5,1995,38.57,45.71,40,32,20,415,110
506,,17.02,16,5,1995,20,20,20,20,22.5,186,34
507,,8.09,12,5,1995,20,34.29,16.67,12,10,107,29
508,,24.68,5.33,5,1995,24.29,31.43,20,32,27.5,272,69
509,,41.7,30.67,5,1995,47.14,40,40,40,40,378,107
510,,17.02,20,5,1995,28.57,20,20,24,13.75,197,46
511,,14.47,22.67,5,1995,27.14,20,26.67,36,40,262,32
512,,59.57,44,5,1995,67.14,40,40,32,57.5,521,139
513,,14.47,38.67,5,1995,54.29,60,40,52,48.75,348,68
514,,14.04,9.33,5,1995,14.29,20,16.67,20,7.5,131,52
515,,26.81,30.67,5,1995,28.57,31.43,50,32,40,310,87
516,,0,14.67,5,1995,18.57,0,10,40,15,108,6
517,,2.13,12,5,1995,37.14,20,6.67,4,10,113,15
518,,3.4,18.67,5,1995,28.57,11.43,10,32,17.5,133,8
519,,48.51,48,5,1995,44.29,40,50,52,50,465,117
520,,41.7,34.67,5,1995,37.14,31.43,36.67,44,37.5,347,93
521,,27.66,32,5,1995,31.43,45.71,46.67,20,16.25,291,79
522,,38.3,34.67,5,1995,37.14,31.43,40,40,32.5,359,93
523,,20.43,25.33,5,1995,38.57,31.43,30,24,37.5,268,55
524,,10.21,25.33,5,1995,41.43,14.29,16.67,60,31.25,222,34
525,,17.87,45.33,5,1995,51.43,51.43,50,32,40,322,49
526,,3.4,13.33,5,1995,28.57,25.71,6.67,16,2.5,96,4
527,,20.43,33.33,5,1995,47.14,40,40,40,17.5,281,65
528,,5.96,24,5,1995,40,31.43,30,32,13.75,225,39
529,,0,12,5,1995,27.14,14.29,20,16,13.75,89,20
530,,13.62,21.33,5,1995,31.43,34.29,20,36,13.75,191,31
531,,8.51,14.67,5,1995,22.86,14.29,20,20,20,138,22
532,,21.28,8,5,1995,14.29,5.71,20,20,26.25,171,36
533,,20.43,22.67,5,1995,41.43,31.43,16.67,24,28.75,235,51
534,,25.96,33.33,5,1995,34.29,34.29,30,56,37.5,332,78
535,,12.77,13.33,5,1995,14.29,11.43,26.67,16,18.75,155,26
536,,10.21,12,5,1995,27.14,20,36.67,32,25,185,45
537,,23.83,22.67,5,1995,37.14,31.43,40,40,31.25,296,62
538,,28.51,22.67,5,1995,27.14,31.43,26.67,32,31.25,277,74
539,,11.06,26.67,5,1995,35.71,34.29,30,32,28.75,239,28
540,,40.85,50.67,5,1995,44.29,51.43,50,52,40,439,109
541,,43.4,30.67,5,1995,44.29,31.43,40,52,43.75,397,109
542,,14.47,14.67,5,1995,51.43,40,30,32,26.25,264,56
543,,23.83,25.33,5,1995,34.29,14.29,36.67,40,32.5,241,69
544,,19.15,38.67,5,1995,50,20,36.67,24,13.75,286,67
545,,63.4,66.67,1,1996,71.43,71.43,70,60,67.5,659,167
546,,40,30.67,1,1996,40,31.43,50,32,50,415,106
547,B-073,68.51,58.67,1,1996,77.14,71.43,70,72,67.5,676,171
548,B-013,70.21,48,1,1996,61.43,71.43,56.67,60,55,603,171
549,,46.81,57.33,1,1996,58.57,65.71,70,56,67.5,532,128
550,,38.3,37.33,1,1996,48.57,60,36.67,32,42.5,399,101
551,,50.64,50.67,1,1996,60,60,70,72,70,563,154
552,B-004,66.81,60,1,1996,71.43,71.43,70,60,65,645,175
553,,53.62,40,1,1996,51.43,54.29,40,32,65,479,140
554,B-001,57.02,50.67,1,1996,57.14,71.43,70,52,75,562,153
555,B-006,38.3,52,1,1996,60,60,56.67,56,67.5,512,117
556,B-095,58.3,48,1,1996,58.57,60,50,60,65,569,150
557,,44.68,50.67,1,1996,62.86,45.71,60,40,75,530,120
558,B-031,46.81,46.67,2,1996,62.86,54.29,60,56,47.5,507,133
559,,51.49,46.67,2,1996,58.57,51.43,60,44,55,529,130
560,B-033,40,62.67,2,1996,64.29,71.43,70,52,70,548,127
561,,40.43,41.33,2,1996,41.43,51.43,50,52,57.5,434,117
562,,53.19,48,2,1996,62.86,54.29,66.67,44,60,528,133
563,,60,49.33,2,1996,57.14,65.71,70,60,60,588,155
564,B-184,66.81,61.33,3,1996,71.43,54.29,60,60,67.5,620,166
565,B-054,66.81,58.67,3,1996,71.43,51.43,60,60,60,618,169
566,,37.02,42.67,3,1996,51.43,40,50,32,60,426,103
567,B-141,46.81,36,3,1996,67.14,51.43,46.67,64,50,478,118
568,,20,28,3,1996,37.14,31.43,30,20,40,266,59
569,,10.21,10.67,3,1996,20,20,20,12,30,144,31
570,,33.19,42.67,3,1996,54.29,51.43,50,52,52.5,436,92
571,B-030,43.83,48,3,1996,60,40,50,52,65,475,128
572,,37.02,28,3,1996,40,20,26.67,32,30,330,90
573,B-180,50.21,56,3,1996,60,51.43,60,52,55,534,131
574,,30,20,1,1997,30,30,30,30,50,280,114
575,B-132,40,32.5,1,1997,60,60,60,40,50,437,169
576,B-053,60,66.25,1,1997,80,70,70,40,80,640,266
577,B-034,50,62.5,1,1997,70,70,60,60,70,609,265
578,B-086,65.38,51.25,1,1997,60,55,50,50,70,575,275
579,B-001,60,65,1,1997,70,70,70,60,80,648,283
580,B-016,40,40,1,1997,50,40,50,46.67,60,456,197
581,B-006,40,60,1,1997,60,70,50,50,70,540,222
582,B-163,60,70,1,1997,75,70,55,50,80,652,286
583,,60,50,2,1997,70,60,70,70,70,610,268
584,B-031,50,51.25,2,1997,70,60,60,50,60,551,223
585,,40,56.25,2,1997,50,60,55,60,65,538,232
586,B-125,40,40,2,1997,60,60,50,50,55,470,189
587,,30,47.5,2,1997,40,30,30,40,30,351,136
588,,60,53.75,2,1997,60,70,70,50,60,577,265
589,,20,23.75,2,1997,30,30,30,30,30,243,95
590,B-180,60,56.25,3,1997,70,60,60,60,60,585,265
591,B-091,20,28.75,3,1997,50,40,40,50,50,327,107
592,,5.38,25,3,1997,35,20,20,46.67,35,226,73
593,B-145,30,37.5,3,1997,55,5,55,30,45,328,111
594,B-090,50,51.25,3,1997,70,50,50,40,60,545,239
595,,0,2.5,3,1997,20,0,10,20,15,70,7
596,B-119,20,31.25,3,1997,30,30,30,10,40,283,113
597,B-021,60,58.75,3,1997,70,60,70,60,70,627,278
598,B-030,40,43.75,3,1997,50,50,50,50,70,443,175
599,B-003,40,61.25,3,1997,70,50,55,56.67,60,517,193
600,B-034,60,63.75,1,1998,70,70,70,60,70,633,281
601,,20,37.5,1,1998,50,50,60,30,70,439,183
602,B-086,60,75,1,1998,70,60,70,50,80,671,296
603,,40,55,1,1998,65,60,60,56.67,65,526,210
604,B-132,40,33.75,1,1998,60,60,60,60,60,462,178
605,,44.8,53.75,1,1998,60,50,50,50,70,544,238
606,B-111,20,28.75,1,1998,30,30,30,50,40,349,166
607,B-172,40,48.75,1,1998,60,60,60,50,70,455,161
608,,40,51.25,1,1998,50,40,50,30,60,427,170
609,B-040,20,38.75,1,1998,30,30,40,40,40,287,90
610,,10.4,27.5,1,1998,40,30,30,40,30,268,98
611,,50.4,65,1,1998,70,80,60,60,70,619,264
612,B-071,50.4,48.75,1,1998,60,50,70,70,50,564,251
613,B-159,40,33.75,1,1998,50,30,60,50,70,444,191
614,B-055,60,60,1,1998,70,60,70,50,70,590,255
615,B-195,40,42.5,2,1998,50,40,50,40,60,442,178
616,,30.4,38.75,2,1998,40,40,50,40,50,357,127
617,B-032,20,23.75,2,1998,40,40,30,20,40,289,114
618,B-031,60,53.75,2,1998,80,60,60,60,70,600,248
619,B-125,30.4,48.75,2,1998,50,50,60,40,50,421,159
620,B-180,60,61.25,3,1998,70,70,60,60,60,640,296
621,B-128,50.4,48.75,3,1998,60,60,60,40,60,524,227
622,B-007,30.4,33.75,3,1998,70,60,60,50,60,443,146
623,,50.4,40,3,1998,50,50,50,50,50,452,192
624,B-015,30.4,23.75,3,1998,45,30,30,40,35,316,131
625,B-119,20,27.5,3,1998,40,40,30,20,30,277,102
626,,50.4,53.75,3,1998,70,60,60,60,70,591,251
627,,20,25,3,1998,20,30,30,30,20,204,71
628,,20,27.5,3,1998,40,20,40,40,30,283,98
629,B-091,40,42.5,3,1998,40,30,40,30,50,376,156
630,B-047,70.4,46.25,3,1998,60,60,60,50,50,556,262
631,B-003,60,58.75,3,1998,70,60,55,60,60,557,229
632,B-036,40,27.5,3,1998,50,40,50,36.67,55,395,168
633,B-078,20,31.25,3,1998,50,30,40,40,40,334,126
634,B-173,30.4,41.25,3,1998,60,30,30,50,60,389,162
635,B-156,40,43.75,3,1998,50,40,50,50,50,414,170
636,B-172,50.43,64.71,1,1999,60,60,60,52,70.91,553,215
637,,40,44.71,1,1999,50.59,40,50,52,50.91,445,178
638,B-095,50.43,55.29,1,1999,60,70,60,52,70.91,597,263
639,B-055,50.43,62.35,1,1999,64.71,60,60,56,80,576,233
640,B-145,40,40,2,1999,50.59,20,50,32,60,366,136
641,,40,44.71,2,1999,50.59,50,60,52,40,422,167
642,B-195,50.43,35.29,2,1999,40,30,50,32,60,443,215
643,,10.43,40,2,1999,40,40,40,32,60,326,91
644,B-031,34.78,52.94,2,1999,64.71,50,60,52,65.45,509,190
645,B-148,70.43,57.65,2,1999,70.59,75,70,60,60,621,270
646,B-032,20,40,2,1999,40,30,40,40,50.91,345,125
647,,20,29.41,2,1999,50.59,30,40,40,50.91,308,110
648,,30.43,60,2,1999,64.71,65,45,36,70.91,481,182
649,B-070,20,49.41,2,1999,50.59,60,50,40,60,363,90
650,,20,25.88,2,1999,40,30,40,20,40,273,81
651,B-007,40,55.29,3,1999,70.59,60,60,52,70.91,530,187
652,,20,20,3,1999,30.59,20,40,20,20,224,92
653,,40,49.41,3,1999,70.59,60,55,60,60,537,232
654,B-078,30.43,30.59,3,1999,30.59,40,30,52,50.91,329,124
655,,40,50.59,3,1999,50.59,50,60,40,60,421,159
656,B-036,30.43,45.88,3,1999,50.59,40,60,52,60,405,137
657,,40,44.71,3,1999,60,60,50,40,70.91,493,200
658,,40,30.59,3,1999,40,40,40,32,30.91,334,154
659,,10.43,15.29,3,1999,30.59,30,40,32,50.91,215,55
660,B-015,34.78,44.71,3,1999,60,60,55,60,40,436,142
661,B-156,40,40,3,1999,60,40,60,52,60,465,199
662,B-118,46.09,18.82,4,1999,56.47,55,50,48,60,436,183
663,B-077,78.26,25.88,4,1999,65.88,40,50,56,60,540,260
664,,65.22,17.65,4,1999,37.65,40,50,48,65.45,426,185
665,,52.17,15.29,4,1999,37.65,50,40,36,43.64,327,130
666,B-188,65.22,24.71,4,1999,56.47,50,50,72,54.55,478,195
667,B-130,91.3,28.24,4,1999,61.18,65,60,72,65.45,586,255
668,,91.3,21.18,4,1999,42.35,50,45,72,76.36,514,240
669,,39.13,8.24,4,1999,9.41,10,20,12,32.73,164,85
670,,65.22,18.82,4,1999,47.06,50,50,36,54.55,437,185
671,,39.13,17.65,4,1999,56.47,50,40,36,65.45,361,125
672,,39.13,8.24,4,1999,37.65,30,20,24,43.64,239,95
673,B-185,26.09,9.41,4,1999,37.65,30,50,60,43.64,263,90
674,,65.22,16.47,4,1999,56.47,50,40,48,43.64,401,175
675,,13.04,8.24,4,1999,18.82,30,30,24,43.64,184,55
676,B-199,13.04,9.41,4,1999,37.65,20,20,36,43.64,204,45
677,B-076,78.26,27.06,4,1999,65.88,70,60,60,65.45,572,250
678,B-170,34.78,31.76,5,1999,56.47,60,50,60,89.09,503,192
679,,34.78,27.06,5,1999,37.65,40,40,48,63.64,426,182
680,,34.78,24.71,5,1999,47.06,30,30,48,50.91,398,181
681,B-153,43.48,24.71,5,1999,47.06,60,50,72,76.36,478,198
682,B-026,26.09,17.65,5,1999,37.65,30,40,48,50.91,318,116
683,,26.09,18.82,5,1999,37.65,30,40,36,50.91,292,108
684,B-189,17.39,9.41,5,1999,37.65,40,40,48,38.18,300,103
685,B-127,26.09,21.18,5,1999,28.24,30,30,36,50.91,309,120
686,B-149,43.48,18.82,5,1999,65.88,40,40,36,63.64,459,214
687,,40,35.29,1,2000,24.71,50,60,40,65.45,391,167
688,B-111,30.43,40,1,2000,40,30,40,52,50.91,371,151
689,B-081,30.43,35.29,1,2000,60,50,50,60,60,415,130
690,,20,35.29,1,2000,40,40,40,40,40,363,148
691,B-095,65.22,55.29,1,2000,70.59,70,65,60,74.55,641,292
692,,50.43,55.29,1,2000,60,60,70,52,70.91,548,227
693,,20,30.59,1,2000,30.59,30,20,20,40,241,92
694,,30.43,44.71,1,2000,60,50,60,60,60,433,139
695,,40,55.29,1,2000,70.59,50,60,60,70.91,548,215
696,B-071,60,49.41,1,2000,70.59,60,70,76,65.45,609,255
697,,50.43,60,1,2000,60,50,60,52,70.91,523,218
698,,10.43,24.71,1,2000,30.59,20,30,32,50.91,213,57
699,B-055,54.78,62.35,1,2000,75.29,70,60,60,70.91,614,263
700,,60,55.29,1,2000,70.59,60,60,52,60,570,244
701,B-186,40,60,2,2000,60,60,60,40,70.91,496,182
702,B-125,50.43,44.71,2,2000,50.59,50,50,52,60,511,233
703,B-195,60,44.71,2,2000,60,50,50,40,70.91,529,259
704,B-070,10.43,44.71,2,2000,50.59,40,50,40,50.91,323,68
705,,30.43,15.29,2,2000,40,40,40,40,40,314,114
706,B-128,60,55.29,3,2000,70.59,60,60,52,70.91,592,258
707,B-187,30.43,35.29,3,2000,30.59,30,40,40,50.91,313,112
708,B-015,40,44.71,3,2000,60,60,60,60,40,434,144
709,,10.43,24.71,3,2000,30.59,30,20,32,30.91,217,63
710,B-173,50.43,57.65,3,2000,75.29,55,60,52,54.55,547,221
711,B-021,60,55.29,3,2000,70.59,60,60,40,50.91,536,223
712,B-087,70.43,50.59,3,2000,60,50,60,52,50.91,589,291
713,,30.43,20,3,2000,20,20,20,20,30.91,177,59
714,B-030,20,40,3,2000,20,30,50,32,60,297,102
715,,20,24.71,3,2000,40,30,40,40,40,301,100
716,B-035,45.22,55.29,3,2000,60,50,45,56,54.55,478,182
717,B-118,86.96,57.65,4,2000,70.59,60,50,52,65.45,544,219
718,B-199,34.78,35.29,4,2000,40,30,40,60,40,330,119
719,B-077,121.74,55.29,4,2000,60,70,40,40,70.91,562,264
720,B-185,26.09,27.06,4,2000,44.71,30,35,20,34.55,226,52
